STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,ind_type,Individual type,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AL,Albania,2020,,0.09,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AL,Albania,2021,,0.29,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AL,Albania,2022,,2.70,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AL,Albania,2023,,3.51,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AT,Austria,2020,,3.20,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AT,Austria,2021,,7.10,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AT,Austria,2022,,6.56,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,AT,Austria,2023,,9.77,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2020,,0.26,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2021,,0.32,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2023,,0.42,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BE,Belgium,2020,,2.10,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BE,Belgium,2021,,3.15,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BE,Belgium,2022,,2.28,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BE,Belgium,2023,,3.64,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BG,Bulgaria,2020,,0.75,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BG,Bulgaria,2021,,0.61,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BG,Bulgaria,2022,,1.26,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,BG,Bulgaria,2023,,1.31,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CH,Switzerland,2021,,12.86,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CH,Switzerland,2023,,14.62,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CY,Cyprus,2020,,0.12,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CY,Cyprus,2021,,0.48,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CY,Cyprus,2022,,0.73,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CY,Cyprus,2023,,0.29,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CZ,Czechia,2020,,3.00,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CZ,Czechia,2021,,3.51,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CZ,Czechia,2022,,4.65,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,CZ,Czechia,2023,,7.52,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DE,Germany,2020,,7.66,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DE,Germany,2021,,6.35,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DE,Germany,2022,,4.23,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DE,Germany,2023,,6.44,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DK,Denmark,2020,,9.67,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DK,Denmark,2021,,9.70,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DK,Denmark,2022,,8.20,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,DK,Denmark,2023,,11.45,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,5.25,,e,estimated,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,,4.81,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,,4.18,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,,5.15,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EE,Estonia,2020,,2.53,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EE,Estonia,2021,,2.78,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EE,Estonia,2022,,3.73,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EE,Estonia,2023,,5.54,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EL,Greece,2020,,0.64,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EL,Greece,2021,,0.49,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EL,Greece,2022,,0.55,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EL,Greece,2023,,0.42,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,ES,Spain,2020,,8.34,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,ES,Spain,2021,,9.38,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,ES,Spain,2022,,7.92,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,ES,Spain,2023,,9.31,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2020,,4.44,,e,estimated,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2021,,4.36,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2022,,3.83,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2023,,4.82,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FI,Finland,2020,,3.52,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FI,Finland,2021,,4.13,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FI,Finland,2022,,5.58,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FI,Finland,2023,,6.12,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FR,France,2021,,2.38,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FR,France,2022,,2.27,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,FR,France,2023,,2.70,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HR,Croatia,2020,,0.88,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HR,Croatia,2021,,0.36,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HR,Croatia,2022,,0.05,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HR,Croatia,2023,,0.14,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HU,Hungary,2020,,3.23,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HU,Hungary,2021,,1.49,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HU,Hungary,2022,,2.26,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,HU,Hungary,2023,,2.97,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IE,Ireland,2020,,5.94,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IE,Ireland,2021,,10.01,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IE,Ireland,2022,,10.29,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IE,Ireland,2023,,3.07,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IS,Iceland,2020,,7.88,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IS,Iceland,2021,,10.31,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IT,Italy,2020,,0.90,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IT,Italy,2021,,1.17,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IT,Italy,2022,,1.61,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,IT,Italy,2023,,1.68,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,LT,Lithuania,2020,,1.93,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,LT,Lithuania,2021,,2.59,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BAPP,"Online purchases (3 months): other apps (e.g. related to learning languages, travelling, weather) (excluding free apps) (until 2023)",PC_IND,Percentage of individuals,LT,Lithuania,2022,,2.35,,,,,
