STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,ind_type,Individual type,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CY,Cyprus,2022,,3.25,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CY,Cyprus,2023,,6.76,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CY,Cyprus,2024,,8.02,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CZ,Czechia,2020,,9.99,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CZ,Czechia,2021,,11.35,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CZ,Czechia,2022,,14.39,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CZ,Czechia,2023,,18.20,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,CZ,Czechia,2024,,20.20,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DE,Germany,2020,,26.56,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DE,Germany,2021,,15.61,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DE,Germany,2022,,15.99,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DE,Germany,2023,,17.88,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DE,Germany,2024,,20.56,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DK,Denmark,2020,,19.89,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DK,Denmark,2021,,23.72,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DK,Denmark,2022,,24.48,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DK,Denmark,2023,,25.97,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,DK,Denmark,2024,,28.78,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,13.11,,e,estimated,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,,11.05,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,,11.35,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,,12.45,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,,14.46,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EE,Estonia,2020,,11.08,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EE,Estonia,2021,,13.49,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EE,Estonia,2022,,13.00,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EE,Estonia,2023,,15.60,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EE,Estonia,2024,,14.66,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EL,Greece,2020,,7.15,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EL,Greece,2021,,11.23,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EL,Greece,2022,,10.59,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EL,Greece,2023,,8.95,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EL,Greece,2024,,19.82,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,ES,Spain,2020,,6.51,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,ES,Spain,2021,,9.67,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,ES,Spain,2022,,10.64,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,ES,Spain,2023,,11.70,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,ES,Spain,2024,,12.73,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2020,,11.99,,e,estimated,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2021,,10.85,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2022,,11.29,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2023,,12.63,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2024,,14.60,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FI,Finland,2020,,8.27,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FI,Finland,2021,,9.71,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FI,Finland,2022,,11.21,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FI,Finland,2023,,10.14,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FI,Finland,2024,,11.49,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FR,France,2021,,6.11,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FR,France,2022,,6.23,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FR,France,2023,,6.35,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,FR,France,2024,,7.79,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HR,Croatia,2020,,5.60,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HR,Croatia,2021,,7.16,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HR,Croatia,2022,,4.49,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HR,Croatia,2023,,6.47,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HR,Croatia,2024,,6.71,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HU,Hungary,2020,,11.88,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HU,Hungary,2021,,10.82,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HU,Hungary,2022,,11.68,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HU,Hungary,2023,,14.02,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,HU,Hungary,2024,,16.76,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IE,Ireland,2020,,5.09,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IE,Ireland,2021,,14.73,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IE,Ireland,2022,,10.72,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IE,Ireland,2023,,16.44,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IE,Ireland,2024,,20.51,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IS,Iceland,2020,,10.36,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IS,Iceland,2021,,14.11,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IT,Italy,2020,,4.32,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IT,Italy,2021,,6.40,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IT,Italy,2022,,7.31,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IT,Italy,2023,,8.07,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,IT,Italy,2024,,9.61,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LT,Lithuania,2020,,11.58,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LT,Lithuania,2021,,15.27,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LT,Lithuania,2022,,14.38,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LT,Lithuania,2023,,15.30,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LT,Lithuania,2024,,15.93,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LU,Luxembourg,2020,,11.65,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LU,Luxembourg,2021,,10.60,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LU,Luxembourg,2022,,12.11,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LU,Luxembourg,2023,,12.90,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LU,Luxembourg,2024,,14.08,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LV,Latvia,2020,,5.40,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LV,Latvia,2021,,8.97,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LV,Latvia,2022,,6.59,,,,,
dataflow,ESTAT:ISOC_EC_IBGS(1.0),Internet purchases - goods or services (2020 onwards),A,Annual,IND_TOTAL,All individuals,I_BMED1,Online purchases (3 months): medicine or dietary supplements such as vitamins (online renewal of prescriptions is not included),PC_IND,Percentage of individuals,LV,Latvia,2023,,9.03,,,,,
