STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AL,Albania,2018,,0.20,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AL,Albania,2019,,0.24,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2010,,4.75,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2011,,4.60,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2012,,5.64,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2013,,5.97,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2014,,7.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2015,,8.89,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2016,,10.56,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2017,,11.85,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2018,,13.11,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2019,,13.65,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2018,,0.39,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2019,,2.36,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2010,,2.49,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2011,,3.44,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2012,,4.49,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2013,,4.67,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2014,,5.10,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2015,,5.77,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2016,,6.78,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2017,,9.25,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2018,,8.71,,u,low reliability,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2019,,10.90,,u,low reliability,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2010,,0.74,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2011,,0.61,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2012,,1.03,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2013,,2.43,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2014,,3.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2015,,3.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2016,,3.71,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2017,,3.33,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2018,,2.90,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2019,,3.66,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CH,Switzerland,2014,,14.99,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CH,Switzerland,2017,,18.71,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CH,Switzerland,2019,,21.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2010,,0.56,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2011,,0.32,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2012,,0.67,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2013,,0.80,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2014,,2.93,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2015,,1.27,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2016,,2.45,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2017,,2.36,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2018,,1.97,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2019,,4.35,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2010,,0.74,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2011,,1.63,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2012,,0.96,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2013,,2.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2014,,2.68,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2015,,2.79,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2016,,7.81,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2017,,11.76,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2018,,19.77,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2019,,25.20,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2010,,7.44,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2011,,9.58,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2012,,9.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2013,,10.22,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2014,,10.81,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2015,,11.24,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2016,,19.34,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2017,,21.30,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2018,,21.78,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2019,,23.92,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2010,,6.70,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2011,,8.41,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2012,,8.47,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2013,,11.90,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2014,,11.79,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2015,,13.61,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2016,,16.30,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2017,,17.75,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2018,,19.32,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2019,,22.84,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010,,4.10,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011,,5.17,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,,5.48,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,,6.32,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,,7.37,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,,7.62,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,11.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,12.86,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,13.19,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,15.99,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2010,,1.15,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2011,,1.66,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2012,,2.27,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2013,,2.74,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2014,,6.09,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2015,,14.09,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2016,,15.04,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2017,,20.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2018,,20.67,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2019,,22.87,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2010,,0.29,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2011,,0.92,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2012,,1.33,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2013,,1.43,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2014,,1.50,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2015,,1.76,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2016,,1.93,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2017,,3.00,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2018,,8.33,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2019,,9.46,,,,,
