STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2013,,7.69,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2014,,8.15,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2015,,7.11,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2016,,9.03,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2017,,11.12,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2018,,11.53,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2019,,14.28,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2010,,2.66,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2011,,3.35,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2012,,4.53,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2013,,5.49,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2014,,4.21,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2015,,4.77,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2016,,5.78,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2017,,7.99,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2018,,9.64,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2019,,10.94,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2010,,0.16,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2011,,0.42,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2012,,0.59,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2013,,0.67,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2014,,0.60,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2015,,0.84,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2016,,0.69,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2017,,0.77,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2018,,1.56,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2019,,1.29,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2015,,0.99,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2017,,0.81,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2018,,1.52,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2019,,2.17,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2010,,3.76,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2011,,5.81,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2012,,7.00,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2013,,7.30,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2014,,8.90,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2015,,8.35,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2016,,12.98,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2017,,16.34,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2018,,18.87,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2019,,20.51,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2010,,4.11,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2011,,5.80,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2012,,5.98,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2013,,8.19,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2014,,8.95,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2015,,10.34,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2016,,11.47,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2017,,14.24,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2018,,10.79,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2019,,12.17,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2010,,1.48,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2011,,1.35,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2012,,3.19,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2013,,3.15,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2014,,4.79,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2015,,4.87,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2016,,11.18,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2017,,14.77,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2018,,12.51,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2019,,14.14,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2010,,0.70,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2012,,1.68,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2013,,1.60,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2014,,2.49,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2015,,2.67,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2016,,3.43,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2017,,4.54,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2018,,5.54,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2019,,8.21,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2010,,16.24,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2011,,18.55,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2012,,18.97,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2013,,22.48,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2014,,24.90,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2015,,26.62,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2016,,28.78,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2017,,27.56,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2018,,30.28,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2019,,30.34,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2017,,3.50,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2018,,0.41,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2019,,0.84,,,,,
