Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","13.4","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","145.24","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","11.18","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","3.66","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","173.57","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","20.96","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","29.62","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.12","E","Estimated value",""
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","10.59","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","181.03","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","41.91","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","16.38","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","69.73","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","5.23","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","66.96","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","3.44","E","Estimated value",""
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","39.14","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","145","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","32.44","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","6.86","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","167.01","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","10.83","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","38.04","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","2.52","E","Estimated value",""
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","117.15","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","191.08","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","83.77","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","15.61","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","81.84","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","65.73","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","69.17","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","4.33","E","Estimated value",""
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","276.59","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","195.44","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","74.93","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","14.02","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","20.76","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","13.45","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","111.38","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","2.09","E","Estimated value",""
"FBS","Food Balances (2010-)","584","Marshall Islands","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","52.17","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","240.81","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","43.56","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","9.94","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","22.04","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","36.49","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.22","E","Estimated value",""
"FBS","Food Balances (2010-)","478","Mauritania","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","119.22","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","206.93","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","40.38","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","23.11","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","50.51","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","41.8","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","61.75","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","3.07","E","Estimated value",""
"FBS","Food Balances (2010-)","480","Mauritius","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","139.82","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","167.83","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","40.34","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","11.08","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","130.56","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","71.72","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","76.76","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","2.58","E","Estimated value",""
"FBS","Food Balances (2010-)","484","Mexico","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","124.97","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","110.24","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","50","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","13.8","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","31.82","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","12.2","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","63.73","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.96","E","Estimated value",""
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","8.86","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","128.87","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","82.01","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.57","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","30.83","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","51.77","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","131.59","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","7.49","E","Estimated value",""
"FBS","Food Balances (2010-)","496","Mongolia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","234.75","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","201.29","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","114.83","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","9.49","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","121.95","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","93.94","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","92.47","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","3.65","E","Estimated value",""
"FBS","Food Balances (2010-)","499","Montenegro","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","457.74","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","253.42","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","33.18","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","12.28","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","114","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","4.17","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","31.77","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.65","E","Estimated value",""
"FBS","Food Balances (2010-)","504","Morocco","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","34.86","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","133.05","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","6.83","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","9.88","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","18.74","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","14.11","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","13.39","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.45","E","Estimated value",""
"FBS","Food Balances (2010-)","508","Mozambique","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","4.39","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","284.49","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","26.45","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","6.63","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","42.03","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","3.9","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","21.05","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.84","E","Estimated value",""
"FBS","Food Balances (2010-)","104","Myanmar","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","8.47","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","137.85","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","61.89","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","10.15","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","53.01","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","86.23","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","33.03","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.72","E","Estimated value",""
"FBS","Food Balances (2010-)","516","Namibia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","60.11","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","141.79","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","84.63","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","14.82","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","80.38","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","5.96","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","113.86","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.39","E","Estimated value",""
"FBS","Food Balances (2010-)","520","Nauru","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","93.14","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","247.15","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","10.11","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","11.86","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","57.73","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","10.23","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","17.26","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","2.62","E","Estimated value",""
"FBS","Food Balances (2010-)","524","Nepal","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","41.79","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","129.97","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","47.63","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","12.61","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","159.69","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","74.59","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","64.07","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","15","E","Estimated value",""
"FBS","Food Balances (2010-)","528","Netherlands (Kingdom of the)","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","310.91","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","158.23","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","47.95","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","13.4","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","94.78","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","59.14","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","88.02","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","6.25","E","Estimated value",""
"FBS","Food Balances (2010-)","540","New Caledonia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","131.66","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","120.92","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","56.73","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.25","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","80.7","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","77.49","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","87.78","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","8.85","E","Estimated value",""
"FBS","Food Balances (2010-)","554","New Zealand","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","127.36","E","Estimated value",""
"FBS","Food Balances (2010-)","558","Nicaragua","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","199.19","E","Estimated value",""
"FBS","Food Balances (2010-)","558","Nicaragua","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","39.54","E","Estimated value",""
"FBS","Food Balances (2010-)","558","Nicaragua","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.68","E","Estimated value",""
