Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","116.56","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","46.46","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","16.39","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","377.63","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","62.48","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","59.79","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.91","E","Estimated value",""
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","114.67","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","135.01","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","95.13","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","19.64","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","67.6","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","41.46","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","53.96","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","4.39","E","Estimated value",""
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","109.06","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","240.26","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","21.85","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.1","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","88.07","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","0.86","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","27.08","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.47","E","Estimated value",""
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","53.95","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","158.76","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","33.62","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","7.38","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","82.15","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","30.64","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","43.73","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","2.51","E","Estimated value",""
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","237.89","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","84.3","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","84.13","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","11.78","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","91.74","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","104.83","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","68.31","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","26.86","E","Estimated value",""
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","336.89","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","149.62","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","51.19","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","9.1","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","75.61","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","87.97","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","22.68","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.91","E","Estimated value",""
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","70.79","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","209.84","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","9.31","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","6.9","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","13.18","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","15.11","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","6.4","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","30.94","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","130.21","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","109.03","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","12.62","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","63.11","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","21.56","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","63.96","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","5.44","E","Estimated value",""
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","48.64","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","149.58","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","50.3","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","2.75","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","100.57","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","85.63","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","71.75","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","18.09","E","Estimated value",""
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","264.54","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","123.84","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","38.11","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","14.53","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","110.9","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","102","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","82.78","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","19.75","E","Estimated value",""
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","258.69","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","143.36","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","45.49","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","14.2","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","84.09","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","56.44","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","105.77","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","10.87","E","Estimated value",""
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","129.63","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","138.79","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","17.65","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","7.84","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","136.85","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","79.44","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","63.65","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.42","E","Estimated value",""
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","30.3","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","365.71","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","72.9","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.36","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","6.13","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","6.42","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","18.02","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","49.2","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","175.49","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","40.38","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8.23","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","57.5","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","40.64","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","39.71","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","7.08","E","Estimated value",""
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","177.05","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","102.78","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","45.45","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","20.45","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","92.49","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","118.36","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","71.06","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","16.91","E","Estimated value",""
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","217.03","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","124.1","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","12.83","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","8","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","166.76","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","23.53","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","17.76","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.19","E","Estimated value",""
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","8.13","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","120.35","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","41.06","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","19.8","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","165.17","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","53.75","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","79.5","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","6.01","E","Estimated value",""
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","230.99","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","68.15","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","46.82","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","15.15","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","156.44","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","55.11","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","83.47","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","1.78","E","Estimated value",""
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","133.93","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","136.72","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","82.62","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","10.64","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","102.15","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","21.62","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","45.88","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","3.1","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","78.97","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","207.46","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","18.85","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","14.78","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","101.88","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","2.75","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","14.19","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.26","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2022","2022","kg/cap","18.52","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2905","Cereals - Excluding Beer","2022","2022","kg/cap","258.87","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2909","Sugar & Sweeteners","2022","2022","kg/cap","10.69","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2914","Vegetable Oils","2022","2022","kg/cap","18.87","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2919","Fruits - Excluding Wine","2022","2022","kg/cap","49.92","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2022","2022","kg/cap","31.03","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2022","2022","kg/cap","13.28","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2022","2022","kg/cap","0.27","E","Estimated value",""
